name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,address,distMetro,metro,photoAmount,menuPositions,reviewsAmount,cuisine,tablesAmount,phoneListed,reservationButton,categories,name_repeats,lat,lon,metro_m^2
Мята Lounge,https://yandex.com/maps/org/myata_lounge/216308746722/,11:00–03:00,11:00–03:00,11:00–03:00,11:00–03:00,11:00–05:00,13:00–05:00,13:00–03:00,,5.0,855.0,"Москва, Новоданиловский пр., 4",950 м,Тульская,58.0,73,644.0,"европейская, американская, итальянская, паназиатская, японская, авторская, смешанная",1–10,True,True,"Кальян-бар, Ресторан, Бар",15,55.701339,37.624579,
Мята Platinum,https://yandex.com/maps/org/myata_platinum/117504920607/,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,12:00–05:00,14:00–05:00,14:00–01:00,,5.0,178.0,"Москва, Часовая ул., 16, стр. 1","1,12 км",Аэропорт,125.0,77,133.0,"итальянская, европейская, русская, смешанная, грузинская, фьюжн",16–21,True,True,"Кальян-бар, Ресторан, Бар",9,55.808958,37.530463,
Мята Platinum,https://yandex.com/maps/org/myata_platinum/12575712107/,11:00–01:00,11:00–01:00,11:00–01:00,11:00–01:00,11:00–04:00,11:00–04:00,11:00–01:00,,5.0,1171.0,"Москва, Воронцовская ул., 2/10с3",208 м,Марксистская,79.0,0,870.0,"европейская, итальянская, русская",,True,True,"Кальян-бар, Ресторан, Бар",9,55.740431,37.654574,
Мята Platinum,https://yandex.com/maps/org/myata_signature/190406307656/,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,12:00–03:00,12:00–03:00,12:00–01:00,,5.0,819.0,"Москва, Смоленская ул., 6",320 м,Смоленская,29.0,0,617.0,"европейская, морская, мясная, рыбная, смешанная, вьетнамская",,True,True,"Кальян-бар, Ресторан, Бар",9,55.746512,37.581253,
Наш Вьетнам,https://yandex.com/maps/org/nash_vietnam/58655723388/,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,400-700,4.5,229.0,"Москва, Большая Семёновская ул., 16",54 м,Электрозаводская,73.0,36,144.0,,,False,False,"Кафе, Ресторан, Быстрое питание",1,55.782076,37.704125,
Ngon,https://yandex.com/maps/org/ngon/57058236272/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.2,9.0,"Москва, Большой Овчинниковский пер., 16",267 м,Новокузнецкая,50.0,43,7.0,"азиатская, восточная, национальная",,True,False,"Быстрое питание, Ресторан, Кафе",7,55.74446,37.630221,
Nho,https://yandex.com/maps/org/nho/141508452339/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.9,354.0,"Москва, Большая Тульская ул., 2",470 м,Тульская,104.0,33,234.0,вьетнамская,,False,False,"Кафе, Ресторан, Быстрое питание",1,55.709018,37.62077,
Ниппон,https://yandex.com/maps/org/nippon_cafe/122727018347/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,450-700,4.9,1407.0,"Москва, Ленинский просп., 73/8",490 м,Вавиловская,473.0,128,1104.0,японская,,True,False,"Кафе, Суши-бар, Ресторан",1,55.688553,37.547405,
Oishii,https://yandex.com/maps/org/oishii/112684040591/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,12:00–00:00,12:00–00:00,11:00–23:00,,4.4,558.0,"Москва, ул. Маросейка, 4/2с1",91 м,Китай-город,125.0,105,446.0,"японская, авторская",,True,False,"Суши-бар, Ресторан, Быстрое питание",1,55.757384,37.633706,
Pattaya Thai Street,https://yandex.com/maps/org/pattaya_thai_street/51086399246/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.9,171.0,"Москва, ул. Тимура Фрунзе, 11, стр. 13",490 м,Парк культуры,38.0,8,48.0,,,False,False,"Ресторан, Кафе",1,55.734734,37.588332,
Pho29,https://yandex.com/maps/org/pho29/43098684490/,12:00–21:00,12:00–21:00,12:00–21:00,12:00–21:00,12:00–21:00,12:00–21:00,12:00–21:00,,4.5,458.0,"Москва, ул. Космонавта Волкова, 6А","1,02 км",Войковская,106.0,0,266.0,"азиатская, вьетнамская",,True,False,"Ресторан, Кафе, Быстрое питание",1,55.815312,37.512631,
Pho An Khang,https://yandex.com/maps/org/pho_an_khang/114399144838/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.3,8.0,"Москва, Алтуфьевское ш., 8",830 м,Владыкино,14.0,49,8.0,,,False,False,"Ресторан, Кафе",1,55.852794,37.585853,269041.0
Pho Bo,https://yandex.com/maps/org/pho_bo/125623147338/,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,,4.3,124.0,"Москва, Вешняковская ул., 12","2,53 км",Новогиреево,35.0,44,72.0,"азиатская, вьетнамская",,False,False,"Кафе, Ресторан",1,55.734826,37.828263,232269.0
Pho City,https://yandex.com/maps/org/pho_city/151553880975/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–23:00,500-600,4.6,683.0,"Москва, Цветной бул., 7, стр. 1",258 м,Цветной бульвар,151.0,43,438.0,,,True,False,"Быстрое питание, Ресторан, Кафе",9,55.769322,37.620707,
Pho City,https://yandex.com/maps/org/pho_city/157873766370/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,350-700,5.0,346.0,"Москва, 1-я Квесисская ул., 9",360 м,Савёловская,162.0,44,321.0,азиатская,,True,False,"Быстрое питание, Ресторан, Кафе",9,55.793576,37.580202,
Pho City,https://yandex.com/maps/org/pho_city/172484312896/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,350-700,4.9,861.0,"Москва, ул. Сретенка, 36",102 м,Сухаревская,199.0,43,647.0,,,True,False,"Быстрое питание, Ресторан, Кафе",9,55.771601,37.632664,
Pho City,https://yandex.com/maps/org/pho_city/49922478382/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,350-700,4.5,696.0,"Москва, Николоямская ул., 26, стр. 1А",580 м,Таганская,154.0,34,436.0,"азиатская, вьетнамская",,True,False,"Быстрое питание, Ресторан, Кафе",9,55.746978,37.654403,
Pho City,https://yandex.com/maps/org/pho_city/57941097857/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,600-800,4.9,335.0,"Москва, ул. Рогожский Вал, 5, стр. 1",284 м,Площадь Ильича,52.0,44,222.0,,,True,False,"Быстрое питание, Ресторан, Кафе",9,55.744419,37.679044,
Pho City,https://yandex.com/maps/org/pho_city/65639964112/,08:00–19:30,08:00–19:30,08:00–19:30,08:00–19:30,08:00–19:30,Выходной,Выходной,350-500,4.7,191.0,"Москва, Каширское ш., 3, корп. 2, стр. 9","1,76 км",Нагатинская,26.0,40,129.0,"восточная, азиатская, национальная, вьетнамская",25–30,True,False,"Быстрое питание, Ресторан, Кафе",9,55.672016,37.631631,
Pho City,https://yandex.com/maps/org/pho_city/73057054536/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,,5.0,397.0,"Москва, ул. Большая Якиманка, 31",460 м,Полянка,177.0,44,337.0,,,True,False,"Быстрое питание, Ресторан, Кафе",9,55.735373,37.613988,
Pho Dat Viet,https://yandex.com/maps/org/pho_dat_viet/57411148516/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,,4.3,98.0,"Москва, Смоленская площадь, 7-9",96 м,Смоленская,62.0,0,59.0,,,False,False,"Ресторан, Быстрое питание",2,55.748219,37.58093,
Pho Ханой,https://yandex.com/maps/org/pho_khanoy/196749253112/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,350-600,5.0,98.0,"Москва, Большая Семёновская ул., 16",54 м,Электрозаводская,66.0,0,72.0,,,True,False,"Быстрое питание, Ресторан, Кафе",1,55.782076,37.704125,
Pho Ly Quoc Su,https://yandex.com/maps/org/pho_ly_quoc_su/72221635307/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,700-1000,4.9,381.0,"Москва, Сущёвская ул., 19, стр. 4",186 м,Менделеевская,64.0,0,245.0,"паназиатская, азиатская",,True,False,"Быстрое питание, Ресторан, Кафе",1,55.781863,37.600684,
Pho Ngon,https://yandex.com/maps/org/pho_ngon/121851119533/,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,Выходной,Выходной,,5.0,148.0,"Москва, 1-й Красногвардейский пр., 22, стр. 2",350 м,Москва-Сити,43.0,62,109.0,,,True,False,"Кафе, Ресторан, Быстрое питание",10,55.751584,37.535305,
Pho'ngon,https://yandex.com/maps/org/pho_ngon/197158823613/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,5.0,158.0,"Москва, Зелёный просп., 81",47 м,Новогиреево,75.0,34,103.0,,,True,False,"Быстрое питание, Ресторан",1,55.751751,37.820241,232269.0
Pho Ngon,https://yandex.com/maps/org/pho_ngon/225777144955/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,400,4.9,65.0,"Москва, ул. Вильгельма Пика, 11",49 м,Ботанический сад,24.0,34,58.0,,,True,False,"Кафе, Ресторан",10,55.844197,37.636958,
ФО Оань,https://yandex.com/maps/org/pho_oanh/206485438024/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,700-1000,4.9,914.0,"Москва, просп. Мира, 42",149 м,Проспект Мира,262.0,0,583.0,"паназиатская, азиатская, домашняя, вьетнамская",от 15,True,False,"Ресторан, Кафе",3,55.780684,37.633778,
ФО Оань,https://yandex.com/maps/org/pho_oanh/26405884015/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,509-1000,5.0,361.0,"Москва, ул. Маросейка, 2/15с1",3 м,Китай-город,137.0,75,254.0,вьетнамская,13,False,False,"Кафе, Ресторан",3,55.757187,37.632341,
Вьетнамская кухня ФО оань,https://yandex.com/maps/org/pho_oanh/66763307387/,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,650-1000,4.6,274.0,"Москва, Таганская ул., 1, стр. 1",125 м,Марксистская,115.0,62,184.0,азиатская,15–20,True,False,"Кафе, Ресторан, Быстрое питание",1,55.741784,37.655903,
ФО Оань,https://yandex.com/maps/org/pho_oanh/83730012779/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,600-1000,5.0,1026.0,"Москва, Мясницкая ул., 24/7с8",300 м,Тургеневская,308.0,66,638.0,,16–20,True,False,"Кафе, Ресторан",3,55.762986,37.63562,
Pho Pho,https://yandex.com/maps/org/pho_pho/156306664723/,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,,4.7,19.0,"Москва, ул. Мастеркова, 4",60 м,Автозаводская,23.0,84,16.0,,,False,False,"Ресторан, Кафе",1,55.708486,37.65664,
Pho Street,https://yandex.com/maps/org/pho_street/51821129631/,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,Выходной,Выходной,,4.5,138.0,"Москва, Дербеневская наб., 11","1,79 км",Павелецкая,30.0,38,103.0,,,True,False,"Кафе, Ресторан, Быстрое питание",2,55.721189,37.652301,
Pho Thin,https://yandex.com/maps/org/pho_thin/193383519634/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,,4.8,69.0,"Москва, Багратионовский пр., 1А, корп. 1",118 м,Фили,28.0,34,46.0,,,False,False,"Кафе, Ресторан",1,55.745802,37.513116,
Pho Viet,https://yandex.com/maps/org/pho_viet/199960266743/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,,4.6,286.0,"Москва, ул. Усачёва, 26",600 м,Спортивная,57.0,40,197.0,,,True,False,"Кафе, Ресторан",9,55.727481,37.567842,
Pho Viet,https://yandex.com/maps/org/pho_viet/216589123600/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,350-700,4.4,139.0,"Москва, Ленинский просп., 108, стр. 1",560 м,Новаторская,26.0,44,91.0,,,True,False,"Ресторан, Кафе",9,55.669676,37.512505,
Pho Viet,https://yandex.com/maps/org/pho_viet/234030679746/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,350-500,4.7,305.0,"Москва, Болотниковская ул., 12, стр. 30",770 м,Каховская,55.0,37,197.0,,,True,False,"Быстрое питание, Ресторан, Кафе",9,55.657118,37.607538,272458.0
Vietnamese,https://yandex.com/maps/org/pho_vietnamese_street_food/161230091406/,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,10:00–21:30,300-2000,5.0,703.0,"Москва, ул. Нижняя Масловка, 5",254 м,Савёловская,268.0,23,585.0,"вьетнамская, азиатская, тайская, китайская",,True,False,"Быстрое питание, Ресторан, Кафе",1,55.791668,37.583176,
Pho You,https://yandex.com/maps/org/pho_you/193414439258/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,,3.7,8.0,"Москва, Пресненская наб., 2",1 м,Деловой центр,17.0,36,7.0,,,False,False,"Кафе, Ресторан, Быстрое питание",1,55.749162,37.539742,
PhoNgon,https://yandex.com/maps/org/phongon/26628144282/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,400,4.7,48.0,"Москва, бул. Братьев Весниных, 2",610 м,ЗИЛ,10.0,42,39.0,,,True,False,"Кафе, Ресторан",1,55.698807,37.63853,
