name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,address,distMetro,metro,photoAmount,menuPositions,reviewsAmount,cuisine,tablesAmount,phoneListed,reservationButton,categories,name_repeats,lat,lon,metro_m^2
Гастродача Вселуг,https://yandex.ru/maps/org/gastrodacha_vselug/126800042458/,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,10:00–23:00,10:00–23:00,1500-2500,5.0,1315.0,"Москва, Холодильный пер., 3",310 м,Тульская,695.0,91,756.0,"европейская, итальянская, греческая, русская, авторская, домашняя, международная, мясная, славянских народов, смешанная, средиземноморская, вегетарианская, постная",25–35,True,False,"Ресторан, Кофейня",1,55.708394,37.625397,
Гогиели,https://yandex.ru/maps/org/gogiyeli/1243224476/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1000-2000,4.4,1446.0,"Москва, Марксистская ул., 9, стр. 2А",380 м,Пролетарская,169.0,99,777.0,"грузинская, европейская, кавказская, восточная, авторская, рыбная, вегетарианская, национальная, шашлык, восточно-европейская, постная",,True,False,"Ресторан, Банкетный зал, Кафе",1,55.73517,37.668534,
Good Food Bowl by Dobraw,https://yandex.ru/maps/org/good_food_bowl_by_dobraw/167532157635/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,350-1000,4.9,939.0,"Москва, Пресненская наб., 2",1 м,Деловой центр,427.0,171,666.0,"японская, авторская, азиатская, вегетарианская, веганская, постная",18–47,True,False,"Быстрое питание, Ресторан, Кафе",1,55.749162,37.539742,
Городское кафе 317,https://yandex.ru/maps/org/gorodskoye_kafe_317/1061019704/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,,4.5,2172.0,"Москва, Глубокий пер., 1/2",950 м,Краснопресненская,88.0,24,854.0,"грузинская, европейская, американская, кавказская, паназиатская, русская, морская, мясная, рыбная, вегетарианская",,True,False,"Ресторан, Кафе, Бар",1,55.754866,37.569836,
Горыныч,https://yandex.ru/maps/org/gorynych/45560155729/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–02:00,08:00–02:00,08:00–00:00,2500-3000,4.9,19480.0,"Москва, Рождественский бул., 1",248 м,Трубная,550.0,118,8644.0,"европейская, итальянская, русская, авторская, домашняя, мясная, вегетарианская, постная",25–40,True,False,Ресторан,1,55.766749,37.624211,
Грузинский ресторан Дэди,https://yandex.ru/maps/org/gruzinskiy_restoran_dedi/193926332879/,11:30–23:00,11:30–23:00,11:30–23:00,11:30–23:00,11:30–23:00,11:30–23:00,11:30–23:00,2000,4.7,3189.0,"Москва, ул. Дмитрия Ульянова, 5",1 000 м,Академическая,228.0,144,1676.0,"грузинская, европейская, кавказская, восточная, авторская, домашняя, национальная, шашлык, веганская, постная",,True,False,"Ресторан, Банкетный зал, Доставка еды и обедов",1,55.69248,37.561509,
Гусятникоff,https://yandex.ru/maps/org/gusyatnikoff/91649396341/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2500,4.5,1464.0,"Москва, ул. Александра Солженицына, 2А, стр. 2",230 м,Таганская,62.0,51,580.0,"европейская, русская, домашняя, морская, мясная, рыбная, смешанная, шашлык, вегетарианская, постная, авторская",,True,False,"Ресторан, Кейтеринг, Банкетный зал",1,55.741799,37.656703,
Harat’s pub,https://yandex.ru/maps/org/harat_s_pub/16243298836/,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,,4.9,434.0,"Москва, ул. Усиевича, 22, стр. 2",420 м,Сокол,162.0,76,291.0,"европейская, американская, итальянская, мексиканская, русская, авторская, азиатская, вегетарианская",5–10,True,False,"Бар, Паб, Ресторан",4,55.808037,37.519162,
Hi Garden,https://yandex.ru/maps/org/hi_garden/1429981657/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-2000,4.5,183.0,"Москва, Ботанический пер., 5",650 м,Проспект Мира,93.0,0,65.0,"европейская, американская, итальянская, русская, авторская, домашняя, рыбная, смешанная, вегетарианская, национальная, веганская",,True,False,"Ресторан, Бар",1,55.777889,37.637641,
I-tal Corner,https://yandex.ru/maps/org/i_tal_corner/168974656701/,Выходной,Выходной,Выходной,Выходной,Выходной,12:00–21:00,12:00–21:00,500-1000,4.6,378.0,"Москва, Измайловское ш., 73Ж, стр. 8",740 м,Партизанская,37.0,30,207.0,"индийская, индонезийская, европейская, тайская, авторская, арабская, еврейская, международная, смешанная, вегетарианская, национальная, домашняя",,True,False,"Кафе, Ресторан",1,55.794315,37.75338,
Индийская точка,https://yandex.ru/maps/org/indiyskaya_tochka/100011029486/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,650-800,4.3,281.0,"Москва, Мытная ул., 74",410 м,Тульская,62.0,35,160.0,"индийская, восточная, вегетарианская",,True,False,"Кафе, Ресторан, Быстрое питание",1,55.712158,37.6206,
Искра,https://yandex.ru/maps/org/iskra/1161458972/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–06:00,11:00–06:00,11:00–23:00,500-1500,4.4,2391.0,"Москва, Большая Новодмитровская ул., 36, стр. 9",410 м,Дмитровская,319.0,29,1367.0,"европейская, американская, итальянская, паназиатская, русская, авторская, азиатская, смешанная, вегетарианская, нет специализации",,True,True,"Ресторан, Караоке-клуб, Бар",1,55.805528,37.58446,
Кафе,https://yandex.ru/maps/org/kafe/94035877409/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,500-700,4.3,2211.0,"Москва, Нижняя Сыромятническая ул., 10, стр. 10",760 м,Чкаловская,172.0,62,1025.0,"европейская, итальянская, авторская, вегетарианская",от 40,True,False,"Кафе, Кейтеринг, Ресторан",3,55.7532,37.667222,
Калифорния Дайнер,https://yandex.ru/maps/org/kaliforniya_dayner/1301781059/,08:00–04:00,08:00–04:00,08:00–04:00,08:00–04:00,08:00–05:00,08:00–05:00,08:00–04:00,500-1500,4.7,6320.0,"Москва, ул. Арбат, 23, стр. 1",660 м,Арбатская,940.0,95,3333.0,"индонезийская, европейская, американская, итальянская, греческая, мексиканская, азиатская, домашняя, континентальная, латиноамериканская, международная, мясная, смешанная, вегетарианская, веганская",50–100,True,True,"Ресторан, Кафе, Бар",1,55.750423,37.595357,
Кампо,https://yandex.ru/maps/org/kampo/101169157861/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1500-3000,4.8,268.0,"Москва, 3-я ул. Ямского Поля, 2, корп. 16",730 м,Белорусская,164.0,57,188.0,"европейская, итальянская, фьюжн, авторская, континентальная, международная, мясная, смешанная, веганская, халяльная, средиземноморская",до 10,True,True,"Ресторан, Кейтеринг, Кофейня",1,55.782066,37.581236,
